instance_name,local_max_k,K,interpolant_status,smt2cnf_status,category
6s0,26,1,done,none,exponential
6s0,26,2,done,none,exponential
6s0,26,3,done,none,exponential
6s0,26,4,done,none,exponential
6s0,26,5,done,none,exponential
6s0,26,6,done,none,exponential
6s0,26,7,done,none,exponential
6s0,26,8,done,none,exponential
6s0,26,9,done,none,exponential
6s0,26,10,done,none,exponential
6s0,26,11,done,none,exponential
6s0,26,12,partial,none,exponential
6s0,26,13,partial,none,exponential
6s0,26,14,partial,none,exponential
6s0,26,15,partial,none,exponential
6s0,26,16,partial,none,exponential
6s0,26,17,partial,none,exponential
6s0,26,18,partial,none,exponential
6s0,26,19,partial,none,exponential
6s0,26,20,partial,none,exponential
6s0,26,21,partial,none,exponential
6s0,26,22,partial,none,exponential
6s0,26,23,partial,none,exponential
6s0,26,24,partial,none,exponential
6s0,26,25,partial,none,exponential
6s109,11,1,done,none,exponential
6s109,11,2,done,none,exponential
6s109,11,3,done,none,exponential
6s109,11,4,done,none,exponential
6s109,11,5,done,none,exponential
6s109,11,6,done,none,exponential
6s109,11,7,done,none,exponential
6s109,11,8,done,none,exponential
6s109,11,9,done,none,exponential
6s109,11,10,done,none,exponential
6s119,25,1,done,done,exponential
6s119,25,2,done,done,exponential
6s119,25,3,done,done,exponential
6s119,25,4,done,done,exponential
6s119,25,5,done,done,exponential
6s119,25,6,done,done,exponential
6s119,25,7,done,done,exponential
6s119,25,8,done,done,exponential
6s119,25,9,done,done,exponential
6s119,25,10,done,done,exponential
6s119,25,11,done,done,exponential
6s119,25,12,done,done,exponential
6s119,25,13,done,done,exponential
6s119,25,14,done,done,exponential
6s119,25,15,done,done,exponential
6s119,25,16,done,done,exponential
6s119,25,17,done,done,exponential
6s119,25,18,done,partial,exponential
6s119,25,19,done,partial,exponential
6s119,25,20,done,partial,exponential
6s119,25,21,done,partial,exponential
6s119,25,22,done,partial,exponential
6s119,25,23,done,partial,exponential
6s119,25,24,done,partial,exponential
6s13,5,1,done,none,exponential
6s13,5,2,done,none,exponential
6s13,5,3,partial,none,exponential
6s13,5,4,partial,none,exponential
6s184,9,1,done,none,exponential
6s184,9,2,done,none,exponential
6s184,9,3,partial,none,exponential
6s184,9,4,partial,none,exponential
6s184,9,5,partial,none,exponential
6s184,9,6,partial,none,exponential
6s184,9,7,partial,none,exponential
6s184,9,8,none,none,exponential
6s20,8,1,done,none,exponential
6s20,8,2,done,none,exponential
6s20,8,3,done,none,exponential
6s20,8,4,done,none,exponential
6s20,8,5,done,none,exponential
6s20,8,6,partial,none,exponential
6s20,8,7,partial,none,exponential
6s269r,22,1,done,none,exponential
6s269r,22,2,done,none,exponential
6s269r,22,3,done,none,exponential
6s269r,22,4,done,none,exponential
6s269r,22,5,done,none,exponential
6s269r,22,6,done,none,exponential
6s269r,22,7,done,none,exponential
6s269r,22,8,done,none,exponential
6s269r,22,9,done,none,exponential
6s269r,22,10,done,none,exponential
6s269r,22,11,done,none,exponential
6s269r,22,12,partial,none,exponential
6s269r,22,13,partial,none,exponential
6s269r,22,14,partial,none,exponential
